,temp,clouds_all,traffic_volume,day_sin,day_cos
0,0.7600188590287602,0.0,0.7587554067252685,0.02776865868738726,0.6705626343611488
1,0.7381738173817385,0.0,0.5607646155992744,0.09056055564642035,0.7920286598937538
2,0.6988841741316993,0.0,0.4635133249616297,0.18371870312772148,0.8920097588613625
3,0.668238252396669,0.0,0.37002930096274594,0.3003339875124008,0.9630907905469768
4,0.6430928807166434,0.0,0.32510115808567047,0.43175758663257857,0.9999999999984084
5,0.644035832154644,0.0,0.27389423747732666,0.5682424133569194,0.9999999999999463
6,0.6465503693226462,0.0,0.13994697921026927,0.6996660124779251,0.9630907905514763
7,0.6423070878516426,0.0,0.07632203153341706,0.8162812968641988,0.8920097588684901
8,0.6380638063806381,0.0,0.03781219478163807,0.9094394443519483,0.792028659897009
9,0.6251768033946257,0.0,0.023440770196735034,0.9722313413095003,0.670562634371791
10,0.6135470689926144,0.0,0.0393470071159481,0.9999999999998194,0.5366202617233922
11,0.6204620462046209,0.0,0.09725129063764476,0.9906859460367303,0.40013543499186693
12,0.6261197548326263,0.0,0.34533277521975725,0.9449799601970921,0.27123060940618693
13,0.6228194247996233,0.0,0.7547090832984512,0.8662718463549335,0.15946606616637732
14,0.6251768033946257,0.0,0.8634017022464071,0.7603990252499451,0.07313087016320613
15,0.6331918906176335,0.0,0.7191293428212641,0.6352135996948415,0.018628107929174686
16,0.6386924406726382,0.0,0.6389005162550578,0.5000000000048873,0.0
17,0.6467075278956469,0.0,0.5957862425003488,0.3647864003145953,0.018628107926710158
18,0.6842684268426846,0.0,0.6270406027626622,0.23960097475850278,0.07313087015845976
19,0.7141285557127142,0.0,0.6425282544997907,0.13372815365194807,0.15946606615970116
20,0.7573471632877573,0.0,0.6041579461420399,0.05502003980776177,0.27123060939807614
21,0.7881502435957883,0.08,0.6790846937351751,0.009314053965784996,0.40013543498292303
22,0.8021373565928029,0.08,0.7074089577228966,2.1971313657331848e-13,0.5366202617142785
23,0.8027659908848039,0.08,0.7873587275010464,0.027768658688108683,0.6705626343631835
24,0.7821782178217833,0.24,0.685782056648528,0.09056055564345694,0.7920286598895458
25,0.7648907747917648,0.24,0.6176922003627738,0.18371870312939254,0.8920097588627252
26,0.73000157158573,0.24,0.4855588112180829,0.30033398751437673,0.963090790547837
27,0.71035674996071,0.36,0.3954234686758756,0.43175758662748775,0.9999999999977071
28,0.6999842841427006,0.36,0.5035579740477186,0.5682424133590537,0.9999999999996523
29,0.6911834040546911,0.36,0.3249616296916423,0.699666012479901,0.9630907905506161
30,0.6792393525066793,0.2,0.22519882796149016,0.8162812968658699,0.8920097588671274
31,0.6731101681596736,0.2,0.15096972233849587,0.909439444348985,0.792028659901217
32,0.6633663366336644,0.2,0.09250732524068649,0.9722313413102218,0.6705626343697564
33,0.6616375923306621,0.56,0.07715920189758617,0.9999999999999664,0.5366202617212379
34,0.6474933207606477,0.56,0.04674201199944189,0.9906859460377757,0.4001354349969099
35,0.6423070878516426,0.56,0.055671829217245714,0.9449799601961011,0.27123060940426974
36,0.6404211849756405,0.24,0.11790149295381612,0.8662718463534631,0.15946606616479925
37,0.637435172088638,0.24,0.21515278359146087,0.7603990252543358,0.07313087016588238
38,0.6360207449316362,0.24,0.33793777033626343,0.635213599692767,0.018628107928592097
39,0.6405783435486403,0.2,0.4672805916003907,0.500000000002733,0.0
40,0.6553512494106548,0.0,0.5085809962327333,0.36478640031954335,0.018628107925320492
41,0.6665095080936667,0.0,0.5547648946560625,0.23960097475666214,0.0731308701595817
42,0.6925978312116929,0.0,0.6026231338077298,0.13372815365047763,0.15946606616127923
43,0.7527895646707532,0.12,0.6200641830612529,0.055020039810125876,0.27123060939350296
44,0.792236366493793,0.12,0.6010883214734198,0.00931405396534668,0.4001354349850372
45,0.8079522237938082,0.12,0.5826705734616994,3.6676217618492046e-13,0.5366202617164327
46,0.8191104824768192,0.0,0.5927166178317287,0.027768658686387837,0.6705626343583302
47,0.8587144428728588,0.0,0.5575554625366261,0.09056055564469928,0.79202865989131
48,0.7994656608518,0.0,0.5321612948234965,0.1837187031310637,0.8920097588640878
49,0.77982083922678,0.0,0.5144411887819171,0.30033398751635265,0.9630907905486972
50,0.7411598302687419,0.0,0.4633737965676015,0.431757586629622,0.999999999998001
51,0.7105139085337115,0.0,0.3940281847355937,0.5682424133611879,0.9999999999993583
52,0.6973125884016977,0.0,0.373098925631366,0.699666012481877,0.9630907905497558
53,0.7034417727487035,0.0,0.40016743407283384,0.8162812968618838,0.8920097588703779
54,0.6647807637906653,0.0,0.2863122645458351,0.9094394443502274,0.7920286598994528
55,0.6665095080936667,0.32,0.2345472303613785,0.9722313413109431,0.6705626343677218
56,0.6500078579286499,0.32,0.09250732524068649,0.9999999999996158,0.5366202617263766
57,0.6421499292786428,0.32,0.07715920189758617,0.9906859460373374,0.40013543499479576
58,0.6342920006286348,0.08,0.04185851820845542,0.9449799601951099,0.2712306094023525
59,0.6267483891246264,0.08,0.03725408120552533,0.8662718463569705,0.15946606616856351
60,0.6204620462046209,0.08,0.06097390819031673,0.760399025252495,0.07313087016476039
61,0.6154329718686156,0.0,0.11120413004046324,0.6352135996906927,0.018628107928009563
62,0.6115040075436116,0.0,0.16896888516813172,0.5000000000078717,0.0
63,0.6226622662266226,0.0,0.2644063066834101,0.364786400317469,0.01862810792590308
64,0.6399497092566402,0.0,0.3657039207478722,0.23960097475482145,0.07313087016070363
65,0.6834826339776838,0.0,0.4854192828240547,0.1337281536539851,0.15946606615751496
66,0.7435172088637434,0.0,0.5258825170922282,0.05502003980913478,0.27123060939542015
67,0.8035517837498038,0.0,0.537044788614483,0.00931405396490842,0.4001354349871514
68,0.8337262297658339,0.0,0.5484861169247942,1.609823385706477e-14,0.5366202617112941
69,0.8374980355178381,0.0,0.5462536626203432,0.02776865868710926,0.6705626343603649
70,0.8393839383938402,0.08,0.548346588530766,0.09056055564594162,0.7920286598930741
